id,type,recipe,title,most_similar,ratings,stars,image,ingredients,directions
27,certain,l-recipe/62476492/garlic-chicken-finger-sandwiches-by-rhonda/,Garlic chicken finger Sandwiches by Rhonda,"[]",0,0,https://images.media-allrecipes.com/images/79590.png,"['1 large can white meat chicken', '3/4 to 1 medium unpeeled red apple, chopped', '1/2 cup thinly sliced celery', '1/8 cup chopped green pepper', '1/8 cup chopped red pepper', '6 slices of crispy bacon chopped', '1/4 cup chopped pecans', '2 tablespoons thinly sliced green onions', '1 tea minced garlic', '3/4 cup mayonnaise or salad dressing', '2 teaspoons lime juice', '1/2 teaspoon curry powder', '12 slices bread', 'Lettuce Leaves']","['In a bowl, combine the first six ingredients. Combine mayonnaise, lime juice and curry powder; add to chicken mixture and stir to coat. Cover and refrigerate until ready to serve. Spread on bread put a lid on it and cut in fourths', 'I used about 2 tab less of the hell mans and skipped the curry']"
28,uncertain,272849/healthy-chicken-salad/,Healthy Chicken Salad,"[]",3,4.33,NA,"['1 (6 ounce) container fat-free Greek yogurt (such as Fage(<sup>&reg;</sup>))', '½ cup low-fat cottage cheese', '½ cup chopped celery', '½ cup diced apple', '¼ cup sweetened dried cranberries (such as Craisins(<sup>&reg;</sup>))', '2 tablespoons chopped onion', '2 tablespoons chopped pecans', '½ tablespoon Dijon mustard', '1\u2009¼ cups cubed, cooked chicken', 'salt and ground black pepper to taste']","['Combine Greek yogurt, cottage cheese, celery, apple, cranberries, onion, pecans, and Dijon mustard in a bowl; stir until well combined. Mix in chicken and season with salt and pepper.']"
29,uncertain,229230/minnesota-real-wild-rice-stuffing/,Minnesota Real Wild Rice Stuffing,"[]",0,3.40000009536743,https://images.media-allrecipes.com/userphotos/250x250/899707.jpg,"['8 cups chicken broth', '4 cups wild rice', '3 cups cubed, stale cranberry-walnut bread', '1 cup chicken broth', '1 1/2 cups finely chopped celery', '1 (8 ounce) can sliced water chestnuts, drained', '3/4 cup chopped pecans', '3/4 cup pine nuts', '1 onion, diced', '1 Granny Smith apple, diced', '1/2 cup finely chopped dried apricots', '4 cloves garlic, pressed']","['Bring 8 cups chicken broth and wild rice to a boil in a saucepan; reduce heat and simmer until rice is partially tender, about 30 minutes.', 'Mix partially-cooked wild rice with chicken broth, cranberry-walnut bread, 1 cup chicken broth, celery, water chestnuts, pecans, pine nuts, onion, apple, apricots, and garlic together in a slow cooker.', 'Cook on Low until wild rice has softened and split, at least 40 more minutes.']"
30,uncertain,255446/originals-oven-roasted-chicken-salad-mason-jar/,Originals Oven Roasted Chicken Salad Mason Jar,"[]",0,5,https://images.media-allrecipes.com/userphotos/560x315/3962381.jpg,"['6 ounces Dietz & Watson Originals Oven Roasted Chicken Breast, diced', '1/8 cup Greek yogurt', '1/4 red onion, diced', '1 stalk celery, diced', '1 green apple, chopped', '1/4 cup dried cranberries', '1 cup spring mix greens', '1/4 cup pecans', '1/2 tablespoon freshly squeezed lemon juice']","['In small bowl, combine Originals Oven Roasted Chicken Breast, Greek yogurt, red onion, celery and lemon juice.', 'Divide chicken mixture, spring mix, cranberries, apples and pecans in half.', 'To assemble, begin by placing chicken and dressing mixture into the bottom of 2 jars.', 'Next add lettuce then finish by topping with cranberries and pecans and tighten lids.', 'Once ready to eat, empty jar into a bowl, mix and enjoy!']"
31,uncertain,214230/rachels-cranberry-chicken-salad/,Rachel's Cranberry Chicken Salad,"[]",202,4.73762369155884,https://images.media-allrecipes.com/userphotos/560x315/831375.jpg,"['2 cooked chicken breast halves, chopped', '1/2 cup mayonnaise, or to taste', '2 green onions, chopped', '1/2 cup sweetened dried cranberries (such as Ocean Spray® Craisins®)', '1/4 green apple, shredded', '1/4 cup chopped pecans', '1 tablespoon lime juice', '1 pinch salt and black pepper to taste', '1/4 teaspoon dried dill weed']","['Mix together the chicken and mayonnaise in a bowl, stir to coat well, then stir in the green onions, dried cranberries, apple, pecans, lime juice, salt, pepper, and dill weed. Serve immediately, or refrigerate several hours or overnight (the flavor just gets better).']"
32,uncertain,234447/cranberry-apple-pecan-quinoa-salad/,Cranberry Apple Pecan Quinoa Salad,"[]",45,4.55555534362793,https://images.media-allrecipes.com/userphotos/560x315/2433107.jpg,"['1 1/2 cups chicken broth', '1 cup quinoa, rinsed', 'Sauce:', '3 tablespoons olive oil', '1 1/2 tablespoons Dijon mustard', '1 teaspoon maple syrup, or more to taste', '1/4 teaspoon ground cinnamon', 'salt and ground black pepper to taste', '1 large crisp apple, chopped into small pieces', '1 cup pecan pieces', '1/2 cup dried cranberries', '1/2 cup grated Parmesan cheese (optional)']","['Stir chicken broth and quinoa together in a saucepan; bring to a boil, reduce heat to low, place cover on the saucepan, and cook until the broth is absorbed, about 10 minutes. Remove saucepan from heat and fluff with a fork.', 'Whisk olive oil, Dijon mustard, maple syrup, and cinnamon together in a bowl; season with salt and pepper. Drizzle sauce over the quinoa; stir. Add apple pieces, pecan pieces, cranberries, and Parmesan cheese; stir. Return cover to the saucepan and let the mixture steam until the sauce warms and the apples soften slightly, 5 to 10 minutes.']"

33,main,21174/bbq-pork-for-sandwiches/,BBQ Pork for Sandwiches,"[34,35,36,37,38,39,40,41,42,43]",3641,4.78439998626709,https://images.media-allrecipes.com/userphotos/560x315/18978.jpg,"['1 (14 ounce) can beef broth', '3 pounds boneless pork ribs', '1 (18 ounce) bottle barbeque sauce']","[""Pour can of beef broth into slow cooker, and add boneless pork ribs. Cook on High heat for 4 hours, or until meat shreds easily. Remove meat, and shred with two forks. It will seem that it's not working right away, but it will."", 'Preheat oven to 350 degrees F (175 degrees C). Transfer the shredded pork to a Dutch oven or iron skillet, and stir in barbeque sauce.', 'Bake in the preheated oven for 30 minutes, or until heated through.']"
34,certain,258727/easy-st-louis-style-pork-ribs-on-gas-grill/,Easy St. Louis-Style Pork Ribs on Gas Grill,"[]",0,4.33333349227905,https://images.media-allrecipes.com/userphotos/560x315/5277750.jpg,"['4 pounds St. Louis-style pork ribs, cut into 6-inch sections', '2 cups barbeque sauce, or to taste']","['Heat one side of a gas grill to 300 degrees F (150 degrees C).', 'Fill a small metal can or container with water. Cover with aluminum foil; make several slits in the foil with a knife. Place on the preheated side of the grill.', 'Place ribs bone-side up on the unheated side of the grill; close grill. Cook for 1 1/2 hours. Flip ribs and continue cooking until rib meat shrinks back from the bones, about 1 1/2 hours more.', 'Baste ribs with barbeque sauce. Transfer to the heated side of the grill; cook for 2 minutes with the lid closed. Flip and baste second side with barbeque sauce. Cook for 2 minutes with the lid closed. Flip and baste first side with more barbeque sauce. Cook for 2 minutes with the lid closed.']"
35,certain,81956/honey-ribs/,Honey Ribs,"[]",403,4.23076915740967,https://images.media-allrecipes.com/userphotos/250x250/353501.jpg,"['1 (10.5 ounce) can beef broth', '3 tablespoons honey mustard', '1/4 cup honey', '1/2 cup water', '1/4 cup honey barbeque sauce', '1/4 cup soy sauce', '1/4 cup maple syrup', '3 pounds baby back pork ribs']","['In the crock of a slow cooker, mix together the beef broth, honey mustard, honey, water, barbeque sauce, soy sauce, and maple syrup. Slice ribs apart, leaving an even amount of meat on each side of the bone. Place them into the slow cooker so that they are covered by the sauce. If there is not enough sauce, you may add a little water or beef broth to compensate.', 'Cover, and cook on High for 5 hours, or until the meat falls easily from the bones.']"
36,certain,261106/fast-pressure-cooker-ribs/,Fast Pressure Cooker Ribs,"[]",0,4.375,https://images.media-allrecipes.com/userphotos/560x315/5357043.jpg,"['2 pounds boneless country-style ribs, or more as desired', '1/4 teaspoon garlic powder, or to taste', 'salt and ground black pepper to taste', '1 red onion, sliced', ""2 cups barbeque sauce (such as Famous Dave's®)"", '1 cup beef broth']","['Season ribs with garlic powder, salt, and pepper.', 'Place a layer of onion in the bottom of a pressure cooker. Add a layer of ribs. Repeat with remaining onion and ribs.', 'Combine barbeque sauce and broth together in a bowl; pour over ribs in the pressure cooker.', ""Close cooker securely and place pressure regulator over vent according to manufacturer's instructions. Heat until steam escapes in a steady flow and makes a whistling sound, about 5 minutes. Adjust heat until regulator is gently rocking. Cook for 25 minutes. Transfer the pressure cooker to the sink; cool the pot with cold water for about 30 seconds to release pressure quickly.""]"
37,certain,262225/instant-pot-baby-back-ribs/,Instant Pot® Baby Back Ribs,"[]",150,4.76666688919067,https://images.media-allrecipes.com/userphotos/560x315/6745302.jpg,"['2 tablespoons kosher salt', '1 tablespoon brown sugar', '1 tablespoon chili powder', '1 tablespoon paprika', '2 teaspoons garlic powder', '1 1/2 teaspoons cayenne pepper', '1 teaspoon ground black pepper', '1 rack baby back pork ribs', '1 cup beef broth', '1/4 cup barbeque sauce, or as needed']","['Combine salt, brown sugar, chili powder, paprika, garlic powder, cayenne pepper, and black pepper in a small bowl for the spice rub.', 'Cut the rack of ribs into 4 equal portions. Rub all sides of each piece with spice rub.', ""Pour broth into a multi-functional pressure cooker (such as Instant Pot(R)). Add ribs in a teepee formation. Close and lock the lid. Select high pressure according to manufacturer's instructions; set timer for 30 minutes. Allow 10 to 15 minutes for pressure to build."", 'Preheat the oven to 425 degrees F (220 degrees C). Line a baking sheet with aluminum foil.', ""Release pressure carefully using the quick-release method according to manufacturer's instructions, about 5 minutes. Unlock and remove lid. Move ribs to the baking sheet using tongs. Brush ribs on all sides with barbeque sauce."", 'Bake in the preheated oven for 7 minutes. Turn ribs and continue baking until meat pulls away easily from the bone, about 7 minutes more. An instant-read thermometer inserted into the center should read 145 degrees F (63 degrees C).']"
38,certain,222143/healthier-bbq-pork-for-sandwiches/,Healthier BBQ Pork for Sandwiches,"[]",0,4,https://images.media-allrecipes.com/userphotos/560x315/881634.jpg,"['1 (14 ounce) can beef broth', '3 pounds boneless pork ribs', '1 cup shredded carrot', '4 1/2 fluid ounces barbeque sauce', '4 1/2 ounces mesquite sauce']","['Pour beef broth into slow cooker and add pork ribs. Cook on High until meat shreds easily, about 4 hours. Remove meat and shred with two forks.', 'Preheat oven to 350 degrees F (175 degrees C). Transfer shredded pork to a Dutch oven or skillet and stir in carrots, barbecue sauce, and mesquite sauce.', 'Bake in preheated oven until heated through, about 30 minutes.']"
39,uncertain,l-recipe/63984889/slow-cooker-baby-back-ribs/,Slow Cooker Baby Back Ribs,"[]",0,0,https://images.media-allrecipes.com/images/79590.png,"['1 Rack of Baby Back Ribs - 3lbs', '1/2 Cup of Water', '1 Medium Onion - Sliced', '1 Clove of Garlic - Minced', '1 Tbsp Chili Powder', '1 Tbsp Paprika', '1 Tbsp Salt', '1 Tbsp Cumin', 'Barbeque Sauce']","['In a bowl, mix together the chili powder, paprika, salt, and cumin.', 'Rub the mix of spices onto both sides of the rack of meat.', 'Cut the rack of ribs in half.', 'Pour the water into the slow cooker.', 'Place half the rack of ribs in the slow cooker', 'Place half of the onion slices and half of the garlic in the slow cooker, on top of the meat.', 'Place the rest of the rack of ribs on top of the first rack.', 'Place the rest of the onion slices and garlic on top of the second half of the ribs.', 'Cook for 8 hours on high (6 hours on low) in the slow cooker.', 'Preheat your oven for 375 degrees Fahrenheit.', 'Brush your cooked ribs with barbeque sauce and place on a baking sheet.', 'Bake for 20 minutes or until barbeque sauce caramelizes.']"
40,uncertain,64610/barbequed-short-ribs/,Barbequed Short Ribs,"[]",10,4.30000019073486,https://images.media-allrecipes.com/userphotos/250x250/975868.jpg,"['3 pounds beef short ribs', '1 onion, thinly sliced', '1 cup water', '2 teaspoons HERB-OX® Beef Flavored Bouillon Granules', '1 cup hickory smoked barbecue sauce', '3 tablespoons dark brown sugar', '1 tablespoon Dijon mustard', '2 tablespoons cornstarch dissolved in a small amount of water']","['Heat a large skillet over medium high heat and brown the short ribs on all side.  Place the ribs in a slow cooker and top with the onions. In a medium bowl, combine the water, beef granules, barbecue sauce, brown sugar and Dijon mustard. Pour sauce over ribs, cover and cook on low for about 6-7 hours, or until tender. Add the cornstarch mixture and continue to cook until the sauce thickens, about 20 minutes.']"
41,uncertain,228498/slow-cooker-baby-back-ribs/,Slow Cooker Baby Back Ribs,"[]",1170,4.72393178939819,https://images.media-allrecipes.com/userphotos/560x315/1073048.jpg,"['3 pounds baby back ribs, trimmed', 'salt and ground black pepper, to taste', '1/2 cup water', '1/2 onion, sliced', '1 clove garlic, minced', '1 (18 ounce) bottle barbeque sauce']","['Season ribs with salt and pepper.', 'Pour water into slow cooker. Layer the ribs into the slow cooker. Top the ribs with onion and garlic.', 'Cook on High for 4 hours (or Low for 8 hours).', 'Preheat oven to 375 degrees F (190 degrees C).', 'Transfer ribs to a baking sheet. Discard onion and garlic. Coat ribs with barbeque sauce.', 'Bake in preheated oven until the sauce caramelizes and sticks to the meat, 10 to 15 minutes.']"
42,uncertain,235367/missouri-miner-pulled-pork/,Missouri Miner Pulled Pork,"[]",14,4.57142877578735,https://images.media-allrecipes.com/userphotos/560x315/2803847.jpg,"['5 pounds pork shoulder roast', '1 tablespoon Montreal-style steak seasoning, divided', '3 pounds boneless pork ribs', '1/4 teaspoon smoked paprika', '1/8 teaspoon dried chipotle chili pepper', '1 tablespoon soy sauce', '1 teaspoon Worcestershire sauce', '1/4 teaspoon liquid smoke flavoring', ""2 (18 ounce) bottles barbeque sauce (such as Sweet Baby Ray's®), or more to taste"", '1 cup water, or more as needed']","['Season pork roast with half the steak seasoning and place in the center of a slow cooker. Layer about half the pork rib meat around pork roast and season with about half the remaining steak seasoning, paprika, and chili pepper. Layer the remaining pork ribs in the slower and season with the remaining steak seasoning. Add soy sauce, Worcestershire sauce, and liquid smoke.', 'Slowly pour water over pork, being careful not to wash away the seasoning.', 'Cook on Low for 10 hours. Transfer meat to a roasting pan; remove and discard any bones and large chunks of fat. Shred pork with tongs or forks.', 'Drain and discard liquid from slow cooker; wipe away any remaining fat. Return shredded pork to slow cooker and add about 1 1/2 bottles barbeque sauce. Stir. Continue to heat on Low until ready to serve. Serve with remaining 1/2 bottle barbeque sauce.']"
43,uncertain,222143/healthier-bbq-pork-for-sandwiches/,Healthier BBQ Pork for Sandwiches,"[]",0,4,https://images.media-allrecipes.com/userphotos/560x315/881634.jpg,"['1 (14 ounce) can beef broth', '3 pounds boneless pork ribs', '1 cup shredded carrot', '4 1/2 fluid ounces barbeque sauce', '4 1/2 ounces mesquite sauce']","['Pour beef broth into slow cooker and add pork ribs. Cook on High until meat shreds easily, about 4 hours. Remove meat and shred with two forks.', 'Preheat oven to 350 degrees F (175 degrees C). Transfer shredded pork to a Dutch oven or skillet and stir in carrots, barbecue sauce, and mesquite sauce.', 'Bake in preheated oven until heated through, about 30 minutes.']"

44,main,209578/blt/,BLT,"[45,46,47,48,49,50,51,52,53,54]",137,4.77372264862061,https://images.media-allrecipes.com/userphotos/560x315/4543157.jpg,"['4 slices bacon', '2 leaves lettuce', '2 slices tomato', '2 slices bread, toasted', '1 tablespoon mayonnaise']","['Cook the bacon in a large, deep skillet over medium-high heat until evenly browned, about 10 minutes. Drain the bacon slices on a paper towel-lined plate.', 'Arrange the cooked bacon, lettuce, and tomato slices on one slice of bread. Spread one side of remaining bread slice with the mayonnaise. Bring the two pieces together to make a sandwich.']"
45,certain,108155/super-blt/,Super BLT,"[]",79,4.78481006622314,https://images.media-allrecipes.com/userphotos/560x315/814610.jpg,"['8 slices bacon', '8 slices bread, toasted', '1/4 cup guacamole', '1/4 cup cream cheese', '4 lettuce leaves', '4 slices tomato']","['Place the bacon in a large, deep skillet, and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain the bacon slices on a paper towel-lined plate.', 'Spread the guacamole on 4 slices of toasted bread and the cream cheese on the remaining 4 slices.  Arrange a lettuce leaf, tomato slice, and two pieces of bacon on top of 4 slices of bread and top with the remaining slices.']"
46,certain,23827/amys-triple-decker-turkey-bacon-sandwich/,Amy's Triple Decker Turkey Bacon Sandwich,"[]",48,4.3125,https://images.media-allrecipes.com/userphotos/250x250/592563.jpg,"['2 slices white bread', '1/4 cup mayonnaise', '3 lettuce leaves', '1 tomato, thinly sliced', '3 slices turkey bacon', '3 slices Cheddar cheese']","['Toast the bread slices.', 'Spread a thin layer of mayonnaise on each slice. Layer bottom slice with lettuce, tomato, turkey bacon, and cheese. Spread another thin layer of mayonnaise on the cheese; repeat layers twice. Top with second slice of bread. Heat in microwave for 45 seconds to 1 minute, or until cheese is melted.']"
47,certain,68601/the-best-blt-sandwich/,The Best BLT Sandwich,"[]",21,2.61904764175415,https://images.media-allrecipes.com/userphotos/560x315/3113937.jpg,"['2 slices bacon, cut in half', '1 teaspoon mustard powder', '1 teaspoon curry powder', '1 teaspoon red pepper flakes', '2 slices bread, toasted', '2 lettuce leaves', '3 slices tomato']","['Place bacon in a skillet over medium heat. Mix together the mustard powder, curry powder and red pepper flakes. As soon as you turn the bacon over, sprinkle the spice mixture onto the cooked side of the bacon.', 'Place the lettuce and tomato onto one slice of toasted bread, then top with the seasoned cooked bacon. Top with the other slice of toasted bread.']"
48,certain,25712/pig-burger/,Pig Burger,"[]",30,4.73,https://images.media-allrecipes.com/userphotos/1032419.jpg,"['2 slices focaccia bread', '1 tablespoon herb mayonnaise', '⅛ cup shredded lettuce', '2 slices ripe tomato', '¼ pound grilled chicken breast', '3 slices bacon', '2 tablespoons guacamole']","['Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside.', 'Toast focaccia. Spread mayonnaise on one side of one slice, then top with lettuce, tomato, chicken, bacon and guacamole. Top with second slice of focaccia.']"
49,certain,l-recipe/62802178/bite-sized-blts/,Bite Sized BLTs,"[]",0,0,https://images.media-allrecipes.com/images/79590.png,"['24 slices sandwich bread', '1/4 head iceberg lettuce, shredded (1 1/4 cups)', '1/2 lb ripe tomatoes, seeded, juiced and drained', '1/2 lb bacon, cooked, crumbled', '3 Tbsp mayo', 's&p;']","['Preheat oven 350. Flatten bread with rolling pin. With 2 1/2"" cookie cutter, cut rounds from bread. Put in mini muffin pan and bake until toasted about 6 minutes. Cool a few minutes, then invert and cool completely on baking rack. Combine, rest of ingredients and fill cups.']"
50,uncertain,23827/amys-triple-decker-turkey-bacon-sandwich/,Amy's Triple Decker Turkey Bacon Sandwich,"[]",48,4.3125,https://images.media-allrecipes.com/userphotos/250x250/592563.jpg,"['2 slices white bread', '1/4 cup mayonnaise', '3 lettuce leaves', '1 tomato, thinly sliced', '3 slices turkey bacon', '3 slices Cheddar cheese']","['Toast the bread slices.', 'Spread a thin layer of mayonnaise on each slice. Layer bottom slice with lettuce, tomato, turkey bacon, and cheese. Spread another thin layer of mayonnaise on the cheese; repeat layers twice. Top with second slice of bread. Heat in microwave for 45 seconds to 1 minute, or until cheese is melted.']"
51,uncertain,213440/traditional-indiana-breaded-tenderloin-sandwich/,Traditional Indiana Breaded Tenderloin Sandwich,"[]",108,4.79629611968994,https://images.media-allrecipes.com/userphotos/560x315/2401135.jpg,"['4 (4 ounce) slices of pork tenderloin, cut across the grain', '1 egg, beaten', '2 tablespoons milk', '1/4 teaspoon garlic powder', '1/4 teaspoon onion powder', '1/4 teaspoon seasoned salt', '1/4 teaspoon dried marjoram', '1/4 teaspoon dried oregano', '1 teaspoon salt', '1/4 teaspoon ground black pepper', '1 1/2 cups bread crumbs', '1/2 cup peanut oil for frying', '4 Kaiser rolls, split', '4 teaspoons mayonnaise, or as needed (optional)', '4 teaspoons ketchup, or as needed (optional)', '4 teaspoons prepared yellow mustard, or as needed (optional)', '4 leaves lettuce (optional)', '4 slices tomato (optional)', '4 slices onion (optional)', '4 slices pickle, for garnish (optional)']","[""Place each slice of pork tenderloin between two pieces of sturdy plastic (such as a cut-up large plastic freezer bag), and flatten the cutlet until it's about 1/4 inch thick, and about 3 1/2 by 5 inches in size."", 'Beat the eggs and milk together in a shallow bowl, and whisk in the garlic powder, onion powder, seasoned salt, marjoram, oregano, salt, and pepper until the spices are well blended into the mixture. Place the bread crumbs in a shallow bowl.', 'Dip each flattened cutlet into the seasoned milk-egg mixture and then into the bread crumbs, thoroughly coating the cutlets with crumbs. Set the breaded cutlets aside on a piece of parchment or waxed paper; do not stack.', 'Heat the oil in a large skillet until the oil is shimmering. Gently lower the cutlets, one at a time, into the hot oil, and fry until golden brown on each side, about 8 minutes per cutlet. Drain the cutlets on paper towels.', 'Preheat  oven broiler, and set the oven rack about 6 inches from the heat source.', 'Spread the Kaiser rolls open with the cut sides up, and broil until the rolls are toasted and hot, about 1 minute. Top each roll with a fried cutlet (hopefully the sides of the meat will hang out of the roll by at least an inch on each side); top each cutlet with choice of mayonnaise, ketchup, mustard, lettuce, tomato, onion, and a pickle slice, if desired.']"
52,uncertain,235726/asian-zucchini-and-chicken-burgers/,Asian Zucchini-and-Chicken Burgers,"[]",10,4.4,https://images.media-allrecipes.com/userphotos/1071724.jpg,"['1 pound ground chicken', '2 cups shredded zucchini, squeezed dry', '½ cup chopped green onions', '½ cup bread crumbs', '2 teaspoons Asian chile paste (such as sambal oelek)', '1 teaspoon sesame oil', '1 teaspoon garlic powder', '1 teaspoon red pepper flakes', '½ teaspoon fish sauce', '½ teaspoon ground ginger', '½ teaspoon ground black pepper', '½ teaspoon salt', '¼ cup mayonnaise', '1 tablespoon chile-garlic sauce (such as Sriracha(<sup>&reg;</sup>))', '2 teaspoons prepared yellow mustard', '1 teaspoon sesame oil', '1 teaspoon lemon juice', '1 teaspoon ground black pepper', '4  hamburger buns - split, toasted and buttered', '4  lettuce leaves, or to taste', '4  tomato slices, or to taste', '4  red onion slices, or to taste']","['Preheat oven to 400 degrees F (200 degrees C). Grease a baking sheet.', 'Mix ground chicken, zucchini, green onions, bread crumbs, chile paste, 1 teaspoon sesame oil, garlic powder, red pepper flakes, fish sauce, ground ginger, 1/2 teaspoon black pepper, and salt in a large bowl. Form into 4 patties and place on prepared baking sheet.', 'Bake in preheated oven for 10 minutes, flip, and continue baking until no longer pink in the center and the juices run clear, about 10 minutes more. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).', 'Whisk mayonnaise, chile-garlic sauce, mustard, 1 teaspoon sesame oil, lemon juice, and 1 teaspoon pepper together in a bowl.', 'Spread sauce onto cut sides of hamburger buns. Stack lettuce, tomato, and onion onto one side of each bun. Top vegetables with a burger and complete sandwiches with remaining bun halves.']"
53,uncertain,66248/smoked-mozzarella-and-pesto-sandwich/,Smoked Mozzarella and Pesto Sandwich,"[]",11,4,https://images.media-allrecipes.com/userphotos/560x315/2007045.jpg,"['2 tablespoons prepared basil pesto sauce', '2 slices sourdough bread, lightly toasted', '1 tablespoon mayonnaise', '1 tablespoon freshly grated Parmesan cheese', '1 slice provolone cheese', '1/4 cup shredded smoked mozzarella cheese', '1 lettuce leaf', '2 slices tomato']","['Spread a thin layer of pesto sauce onto one side of one piece of bread. Spread a thin layer of mayonnaise onto one side of the other piece of bread. Sprinkle Parmesan cheese over the pesto and mayonnaise. Layer the provolone and mozzarella cheese onto one slice, top with lettuce and tomato, and the other slice of bread.']"
54,uncertain,32150/lorraines-club-sandwich/,Lorraine's Club Sandwich,"[]",108,4.55555534362793,https://images.media-allrecipes.com/userphotos/560x315/1004601.jpg,"['2 slices bacon', '3 slices bread, toasted', '3 tablespoons mayonnaise', '2 leaves lettuce', '2 (1 ounce) slices cooked deli turkey breast', '2 slices tomato']","['Place bacon in a heavy skillet. Cook over medium high heat until evenly brown. Drain on paper towels.', 'Spread each slice of bread with mayonnaise. On one slice of toast, place the turkey and lettuce. Cover with a slice of toast, then the bacon and tomato. Top with last slice of toast.']"
